,TYPE,sample,MAPE,Accuracy%,RMSE,RMSE%,MAE,MAE%,type
0,,in_sample,0.790749902003733,20.925009799626707,0.3440595745421008,75.10950089489477,0.33369118461605485,72.8460423253566,discrete
1,,out_of_sample,0.5390750259109623,46.09249740890377,0.27472639957393324,51.16053941293807,0.25281874161033574,47.08081645791798,discrete
