,TYPE,sample,MAPE,Accuracy%,RMSE,RMSE%,MAE,MAE%,type
0,,in_sample,0.3110210029474244,68.89789970525756,0.9145261570100082,31.91641129199285,0.7984131011039982,27.864135673346087,time-window
1,,out_of_sample,0.19022338714471804,80.9776612855282,0.6994328613076165,20.569125320091263,0.5539923576745459,16.291968624518027,time-window
