,TYPE,sample,MAPE,Accuracy%,RMSE,RMSE%,MAE,MAE%,type
0,,in_sample,0.33217716885994153,66.78228311400585,0.18729348444968671,41.024591157215426,0.13547418490885474,29.674139837660896,time-window
