,TYPE,sample,MAPE,Accuracy%,RMSE,RMSE%,MAE,MAE%,type
0,,in_sample,1.200434340843377,-20.043434084337704,3.01791867543106,118.77805735907909,2.805250736236572,110.40795617453607,discrete
1,,out_of_sample,0.6418431023119703,35.81568976880297,2.1861959561858066,66.18213353514432,1.9563020935132522,59.22261726888515,discrete
